source_name,any_value(e.start_time),iso3_country,sum(e.emissions_quantity),capacity,co2_per_m2
Rockwall County,2021-01-01,USA,132544.77984000003,1069790.995,0.1239
Portsmouth Independent City,2021-01-01,USA,243701.97832,1967309.73,0.1239
Hendricks County,2021-01-01,USA,576305.7809800003,4650340.603,0.1239
Antioch Urban Area,2021-01-01,USA,403032.88165999996,3252325.152,0.1239
Saint Charles County,2021-01-01,USA,591133.8909,4770239.096,0.1239
Lincoln Parish,2021-01-01,USA,97636.19302000006,788492.14,0.1238
Day County,2021-01-01,USA,14054.614339999995,113490.952,0.1238
Hughes County,2021-01-01,USA,48573.376390000005,392408.477,0.1238
Guadalupe County,2021-01-01,USA,257416.50096,2078902.173,0.1238
Routt County,2021-01-01,USA,25107.20674000001,202857.384,0.1238
Trimble County,2021-01-01,USA,3173.96993,25652.391,0.1237
La Crosse Urban Area,2021-01-01,USA,369817.25332,2990338.958,0.1237
Custer County,2021-01-01,USA,14671.382440000001,118640.362,0.1237
Lemhi County,2021-01-01,USA,3316.3861999999995,26832.072,0.1236
Osage County,2021-01-01,USA,17408.89264,140834.393,0.1236
Foster County,2021-01-01,USA,6696.020280000001,54162.294,0.1236
Butler County,2021-01-01,USA,21387.34568999999,172996.068,0.1236
Richmond Urban Area,2021-01-01,USA,2300843.2680500005,18621587.181,0.1236
Lyman County,2021-01-01,USA,1355.9476399999999,10970.842,0.1236
Van Buren County,2021-01-01,USA,3126.1833500000002,25299.373,0.1236
McCone County,2021-01-01,USA,802.33899,6497.813,0.1235
Linn County,2021-01-01,USA,278287.0880899999,2253659.567,0.1235
Bandera County,2021-01-01,USA,6705.275460000002,54344.463,0.1234
Keith County,2021-01-01,USA,16231.6137,131582.12,0.1234
Middlesex County,2021-01-01,USA,2720540.4533499996,22066835.327,0.1233
Northampton County,2021-01-01,USA,8907.530869999999,72221.441,0.1233
Canyon County,2021-01-01,USA,491969.0827399999,3993371.625,0.1232
Hesperia Urban Area,2021-01-01,USA,360302.8469900001,2925673.254,0.1232
Atoka County,2021-01-01,USA,8833.314509999997,71774.682,0.1231
Daviess County,2021-01-01,USA,2551.93379,20733.872,0.1231
Hale County,2021-01-01,USA,16259.368319999998,132118.994,0.1231
Houston County,2021-01-01,USA,30843.364590000005,250587.336,0.1231
Cedar County,2021-01-01,USA,13603.154719999999,110600.959,0.123
Marinette County,2021-01-01,USA,94798.35722,770589.8,0.123
Wayne County,2021-01-01,USA,160948.95618000004,1309689.913,0.1229
Polk County,2021-01-01,USA,33776.349799999996,274873.913,0.1229
Lewis County,2021-01-01,USA,112890.94072000001,918839.434,0.1229
McLeod County,2021-01-01,USA,93465.80455999999,760368.824,0.1229
Rockford Urban Area,2021-01-01,USA,990750.0758500003,8062451.612,0.1229
Sheridan County,2021-01-01,USA,9604.745079999995,78155.5,0.1229
Morgan County,2021-01-01,USA,13031.033639999996,106069.744,0.1229
Kearny County,2021-01-01,USA,947.3230499999999,7716.343,0.1228
Butler County,2021-01-01,USA,8074.2689900000005,65744.301,0.1228
Nelson County,2021-01-01,USA,41655.45670000001,339135.888,0.1228
Yell County,2021-01-01,USA,16597.82815,135284.637,0.1227
Klamath County,2021-01-01,USA,83386.19456,679409.495,0.1227
Whatcom County,2021-01-01,USA,516918.15705000004,4211708.229,0.1227
Lake Superior,2021-01-01,USA,16551.68589000001,134994.167,0.1226
Richmond County,2021-01-01,USA,82757.33968,674746.427,0.1226
Avoyelles Parish,2021-01-01,USA,14173.377209999999,115611.04,0.1226
Yakima Urban Area,2021-01-01,USA,470399.5051799998,3840887.838,0.1225
Walla Walla County,2021-01-01,USA,101693.20236000001,830224.556,0.1225
Anderson County,2021-01-01,USA,68069.14093999998,556131.343,0.1224
Grand Rapids Urban Area,2021-01-01,USA,1632541.7664500002,13337145.868,0.1224
Kennewick Urban Area,2021-01-01,USA,409453.27877000003,3346322.115,0.1224
Buchanan County,2021-01-01,USA,32037.33187,261641.27,0.1224
Canton Urban Area,2021-01-01,USA,995214.1765099998,8139985.576,0.1223
Washington County,2021-01-01,USA,176809.37766999996,1446180.344,0.1223
Huerfano County,2021-01-01,USA,7757.054360000004,63410.182,0.1223
Brown County,2021-01-01,USA,129955.62101000002,1062312.002,0.1223
Madison County,2021-01-01,USA,257651.10079000003,2106264.605,0.1223
Garfield County,2021-01-01,USA,2027.3687200000006,16581.087,0.1223
Jasper County,2021-01-01,USA,13749.713330000002,112462.414,0.1223
Washington County,2021-01-01,USA,1228530.72443,10042664.148,0.1223
Monterey Urban Area,2021-01-01,USA,189028.06833999997,1546857.196,0.1222
Saint Clair County,2021-01-01,USA,212803.69727000006,1742279.76,0.1221
Tippecanoe County,2021-01-01,USA,618828.8931599999,5068811.541,0.1221
Watonwan County,2021-01-01,USA,23626.986009999993,193493.867,0.1221
Lafayette Urban Area,2021-01-01,USA,631677.1199799998,5172842.302,0.1221
La Crosse County,2021-01-01,USA,362916.9074,2974259.07,0.122
Cabell County,2021-01-01,USA,271011.17325000005,2221479.165,0.122
Jackson County,2021-01-01,USA,389904.80793000007,3199615.433,0.1219
Hyde County,2021-01-01,USA,2229.56971,18302.829,0.1218
Sutter County,2021-01-01,USA,146030.74152000004,1199311.736,0.1218
Henry County,2021-01-01,USA,92366.53584999996,758601.164,0.1218
Marshall County,2021-01-01,USA,6322.521130000002,51971.24,0.1217
Fayette County,2021-01-01,USA,30761.615010000005,252782.081,0.1217
Taylor County,2021-01-01,USA,34695.55480000001,285300.432,0.1216
Medford Urban Area,2021-01-01,USA,386856.27187000006,3182257.609,0.1216
Lawrence Urban Area,2021-01-01,USA,288677.15170000005,2374737.202,0.1216
Pondera County,2021-01-01,USA,5084.203430000002,41830.25,0.1215
Ripley County,2021-01-01,USA,37808.037510000024,311271.702,0.1215
Okmulgee County,2021-01-01,USA,43909.45679,361295.204,0.1215
Miami County,2021-01-01,USA,180921.78558000003,1488608.351,0.1215
Cache County,2021-01-01,USA,190653.7281899999,1570700.033,0.1214
Faribault County,2021-01-01,USA,26486.78468,218180.816,0.1214
Nampa Urban Area,2021-01-01,USA,463573.07736999996,3819446.393,0.1214
Nodaway County,2021-01-01,USA,51276.735570000004,422610.815,0.1213
Bedford County,2021-01-01,USA,54551.94426,449849.243,0.1213
Waukesha County,2021-01-01,USA,1259444.0482700004,10385226.219,0.1213
Portland Urban Area,2021-01-01,USA,4987373.34921,41152943.014,0.1212
Price County,2021-01-01,USA,28470.596520000006,234844.14,0.1212
Washington County,2021-01-01,USA,135115.14184,1114945.306,0.1212
Charlotte Urban Area,2021-01-01,USA,4086209.09074,33755392.73,0.1211
Pulaski County,2021-01-01,USA,55264.939179999994,456345.143,0.1211
Douglas County,2021-01-01,USA,285415.33484,2358280.655,0.121
Spokane Urban Area,2021-01-01,USA,1150253.5533200002,9504706.399,0.121
West Carroll Parish,2021-01-01,USA,3832.28503,31663.331,0.121
Vernon County,2021-01-01,USA,27291.099149999995,225702.141,0.1209
Lane County,2021-01-01,USA,804610.2127,6657804.956,0.1209
Marion County,2021-01-01,USA,200580.11437,1660426.905,0.1208
Hanford Urban Area,2021-01-01,USA,122206.16265999997,1011621.673,0.1208
Delta County,2021-01-01,USA,31655.565119999996,262135.756,0.1208
Ogemaw County,2021-01-01,USA,17084.237440000004,141573.291,0.1207
Upshur County,2021-01-01,USA,22502.234380000005,186442.289,0.1207
Warren County,2021-01-01,USA,130662.00108,1082872.311,0.1207
Jackson County,2021-01-01,USA,88985.85083,737552.296,0.1207
Cleveland County,2021-01-01,USA,387075.3567499999,3213570.385,0.1205
Cleveland Urban Area,2021-01-01,USA,3673237.800620001,30480311.249,0.1205
Pike County,2021-01-01,USA,51596.268200000006,428202.529,0.1205
Alpena County,2021-01-01,USA,31302.917609999997,259784.651,0.1205
Kendall County,2021-01-01,USA,36297.31225,301408.661,0.1204
Thayer County,2021-01-01,USA,5712.990849999999,47437.878,0.1204
Jasper County,2021-01-01,USA,24311.47691999999,202008.551,0.1203
Covington County,2021-01-01,USA,18230.894510000006,151509.964,0.1203
Kershaw County,2021-01-01,USA,81116.98649000001,674128.246,0.1203
Mason County,2021-01-01,USA,61738.492140000024,513201.692,0.1203
Park County,2021-01-01,USA,51235.89293,426174.069,0.1202
Campbell County,2021-01-01,USA,181550.99459999998,1509843.234,0.1202
Lawrence County,2021-01-01,USA,7342.31047,61094.495,0.1202
Cole County,2021-01-01,USA,153570.37709000005,1277254.751,0.1202
Hot Spring County,2021-01-01,USA,40267.032039999984,335406.994,0.1201
Yamhill County,2021-01-01,USA,189545.14280000003,1578532.371,0.1201
Shelby County,2021-01-01,USA,453065.4121800001,3772168.368,0.1201
Alameda County,2021-01-01,USA,3748123.2134200013,31225292.819,0.12
Pueblo Urban Area,2021-01-01,USA,430220.33071999985,3585549.036,0.12
Fond du Lac County,2021-01-01,USA,254847.95427,2122860.149,0.12
Union Parish,2021-01-01,USA,12925.32139,107669.7,0.12
Cameron County,2021-01-01,USA,416623.9853500002,3474391.873,0.1199
Valencia County,2021-01-01,USA,94397.40778,787181.295,0.1199
Winston-Salem Urban Area,2021-01-01,USA,849759.6449400001,7088305.505,0.1199
Traill County,2021-01-01,USA,16562.76593,138128.356,0.1199
Denver County,2021-01-01,USA,2445836.607269999,20400866.378,0.1199
Murray County,2021-01-01,USA,5764.477359999999,48121.305,0.1198
Josephine County,2021-01-01,USA,102865.65654000003,859642.371,0.1197
Howard County,2021-01-01,USA,6110.5450200000005,51057.485,0.1197
Wood County,2021-01-01,USA,187790.69231999997,1569276.705,0.1197
Judith Basin County,2021-01-01,USA,479.94366,4009.567,0.1197
Erie County,2021-01-01,USA,186408.10484999997,1557678.659,0.1197
Pierce County,2021-01-01,USA,3360.6262200000006,28077.647,0.1197
Falls County,2021-01-01,USA,7478.808349999998,62466.374,0.1197
Kenosha County,2021-01-01,USA,507060.92211,4238613.347,0.1196
Monroe County,2021-01-01,USA,107383.63933000002,898063.324,0.1196
Sainte Genevieve County,2021-01-01,USA,11906.03331,99511.304,0.1196
Woodbury County,2021-01-01,USA,267666.75449,2238496.313,0.1196
Geary County,2021-01-01,USA,65364.94744999999,546815.326,0.1195
Colfax County,2021-01-01,USA,20309.91235,169998.426,0.1195
Platte County,2021-01-01,USA,249723.41811000003,2089216.465,0.1195
Hardin County,2021-01-01,USA,33047.242099999996,276529.208,0.1195
Eugene Urban Area,2021-01-01,USA,778667.87845,6517478.033,0.1195
Springdale Urban Area,2021-01-01,USA,643007.3002299999,5380114.911,0.1195
Ford County,2021-01-01,USA,59563.01456,498747.167,0.1194
Doniphan County,2021-01-01,USA,18258.211850000003,152934.521,0.1194
Fremont County,2021-01-01,USA,5863.35991,49109.687,0.1194
Cherokee County,2021-01-01,USA,43534.676640000005,364504.109,0.1194
Franklin County,2021-01-01,USA,1351.6298500000003,11320.546,0.1194
Kewaunee County,2021-01-01,USA,32776.14131999999,274698.828,0.1193
Pointe Coupee Parish,2021-01-01,USA,12232.209049999996,102531.664,0.1193
Killeen Urban Area,2021-01-01,USA,349301.43544000003,2927138.085,0.1193
Turner County,2021-01-01,USA,15478.567009999997,129711.607,0.1193
Shelby County,2021-01-01,USA,16739.16696,140401.071,0.1192
Moniteau County,2021-01-01,USA,19641.53878,164933.063,0.1191
Butler County,2021-01-01,USA,48864.27553,410110.623,0.1191
Oshkosh Urban Area,2021-01-01,USA,421595.87678,3539930.555,0.1191
Lexington Independent City,2021-01-01,USA,15503.223209999998,130217.689,0.1191
Randolph County,2021-01-01,USA,22591.000060000002,189623.816,0.1191
Lexington County,2021-01-01,USA,532096.2356999998,4472270.348,0.119
Oakland County,2021-01-01,USA,2374139.6076100003,19971216.851,0.1189
Kalamazoo County,2021-01-01,USA,509429.55077,4287197.212,0.1188
Union County,2021-01-01,USA,2256.2783999999997,18986.922,0.1188
Miller County,2021-01-01,USA,23872.818559999996,201171.185,0.1187
Douglas County,2021-01-01,USA,57012.14322,480425.831,0.1187
Maui County,2021-01-01,USA,175090.81408,1475310.227,0.1187
Stark County,2021-01-01,USA,791387.1455200001,6674882.374,0.1186
Virginia Beach Independent City,2021-01-01,USA,809918.97039,6830987.656,0.1186
Carson City Independent City,2021-01-01,USA,115556.47262000002,974103.067,0.1186
Howell County,2021-01-01,USA,56611.479869999996,477690.696,0.1185
Dodge County,2021-01-01,USA,162913.20236,1375214.95,0.1185
Darlington County,2021-01-01,USA,159282.83894999998,1344493.418,0.1185
Steele County,2021-01-01,USA,3379.0621500000007,28521.351,0.1185
Lipscomb County,2021-01-01,USA,221.69696,1871.225,0.1185
Halifax County,2021-01-01,USA,59361.28170000002,501098.096,0.1185
Botetourt County,2021-01-01,USA,42640.41573999999,359869.535,0.1185
Deschutes County,2021-01-01,USA,240598.09969999996,2031452.178,0.1184
Clinch County,2021-01-01,USA,8226.366490000002,69463.731,0.1184
Cherokee County,2021-01-01,USA,23690.07853,200105.724,0.1184
Washington County,2021-01-01,USA,616274.1072900001,5204587.213,0.1184
Idaho County,2021-01-01,USA,10626.981209999994,89802.536,0.1183
Toledo Urban Area,2021-01-01,USA,1673154.66963,14142495.765,0.1183
Toombs County,2021-01-01,USA,49920.85511999999,421922.303,0.1183
Warren County,2021-01-01,USA,12070.698380000002,102005.399,0.1183
Wayne County,2021-01-01,USA,15488.82094,130939.893,0.1183
Orangeburg County,2021-01-01,USA,121727.7335,1029770.713,0.1182
Natchitoches Parish,2021-01-01,USA,59779.46062999997,505536.865,0.1182
Ringgold County,2021-01-01,USA,5630.745249999999,47644.456,0.1182
Washington County,2021-01-01,USA,71052.39424999998,601565.684,0.1181
Saint Joseph County,2021-01-01,USA,703168.59739,5954665.53,0.1181
Wharton County,2021-01-01,USA,42208.74893,357430.628,0.1181
Shelby County,2021-01-01,USA,90988.36557999998,770820.158,0.118
Waupaca County,2021-01-01,USA,93627.87518999998,793627.109,0.118
Deuel County,2021-01-01,USA,7500.291840000001,63553.2,0.118
Taos County,2021-01-01,USA,17989.654519999996,152532.995,0.1179
Franklin Parish,2021-01-01,USA,16699.197819999998,141641.233,0.1179
Cumberland County,2021-01-01,USA,92938.65146999998,788557.817,0.1179
McDonough County,2021-01-01,USA,78520.23666999997,665814.212,0.1179
Socorro County,2021-01-01,USA,19140.76011,162285.829,0.1179
Martin County,2021-01-01,USA,59992.26540999997,508642.73,0.1179
Kosciusko County,2021-01-01,USA,145210.82863,1232917.299,0.1178
Caldwell County,2021-01-01,USA,5097.414990000001,43277.561,0.1178
Houston Urban Area,2021-01-01,USA,14040242.161759999,119316027.396,0.1177
Kent County,2021-01-01,USA,1453988.2277999993,12368107.027,0.1176
Bullitt County,2021-01-01,USA,128338.28242999996,1091362.462,0.1176
Hart County,2021-01-01,USA,18876.49203,160516.671,0.1176
Van Zandt County,2021-01-01,USA,33545.238520000006,285153.429,0.1176
Schuyler County,2021-01-01,USA,6640.2857799999965,56465.478,0.1176
Brownsville Urban Area,2021-01-01,USA,251509.68233,2138817.214,0.1176
Ottawa County,2021-01-01,USA,50126.434010000026,426420.683,0.1176
Marion County,2021-01-01,USA,26811.638460000002,228199.058,0.1175
McDuffie County,2021-01-01,USA,41966.30954000001,357125.775,0.1175
Santa Clara County,2021-01-01,USA,4373755.114270001,37213446.492,0.1175
Bingham County,2021-01-01,USA,94092.76484000002,800801.845,0.1175
Clatsop County,2021-01-01,USA,67160.92530999998,572130.514,0.1174
Loudon County,2021-01-01,USA,105804.35536000003,901294.101,0.1174
Berrien County,2021-01-01,USA,21014.601370000008,179093.709,0.1173
Crenshaw County,2021-01-01,USA,4949.070530000001,42175.446,0.1173
Spokane County,2021-01-01,USA,1029166.1981299999,8775560.801,0.1173
Menard County,2021-01-01,USA,88.55653999999998,755.412,0.1172
Niobrara County,2021-01-01,USA,1039.5378200000002,8870.916,0.1172
Dent County,2021-01-01,USA,17752.96911,151508.496,0.1172
Borden County,2021-01-01,USA,390.06834,3327.18,0.1172
Acadia Parish,2021-01-01,USA,60028.692259999996,512078.827,0.1172
Haskell County,2021-01-01,USA,1674.5282400000008,14305.908,0.1171
Rains County,2021-01-01,USA,8353.149239999997,71335.039,0.1171
Riley County,2021-01-01,USA,154077.33177,1315665.743,0.1171
Morgan County,2021-01-01,USA,23258.317069999994,198863.967,0.117
Fulton County,2021-01-01,USA,23024.551330000002,196805.7,0.117
Taliaferro County,2021-01-01,USA,864.25103,7386.84,0.117
Kinney County,2021-01-01,USA,175.36357999999996,1498.238,0.117
Carroll County,2021-01-01,USA,22248.247980000004,190154.564,0.117
Pickens County,2021-01-01,USA,11090.988949999997,94901.712,0.1169
Cedar County,2021-01-01,USA,35309.166690000005,302121.939,0.1169
McMinn County,2021-01-01,USA,104440.52930000002,893213.812,0.1169
Nantucket County,2021-01-01,USA,1607.1088999999997,13744.248,0.1169
Jefferson County,2021-01-01,USA,227029.87220000007,1942676.207,0.1169
Jenkins County,2021-01-01,USA,10997.135980000003,94143.099,0.1168
Carbon County,2021-01-01,USA,22570.48109,193285.832,0.1168
Jackson County,2021-01-01,USA,24108.932210000003,206473.443,0.1168
Montgomery County,2021-01-01,USA,958200.8465499999,8203624.145,0.1168
Renville County,2021-01-01,USA,2651.826160000001,22738.99,0.1166
Harrisonburg Independent City,2021-01-01,USA,198863.13251000002,1705668.444,0.1166
Otero County,2021-01-01,USA,40108.279100000014,344042.055,0.1166
Saint Clair County,2021-01-01,USA,469684.45064,4030320.034,0.1165
Clarke County,2021-01-01,USA,252219.00746000002,2165086.99,0.1165
San Mateo County,2021-01-01,USA,1303073.1343799997,11185275.94,0.1165
Frederick County,2021-01-01,USA,185659.54374999998,1594570.315,0.1164
Merced County,2021-01-01,USA,669353.7025600001,5751401.309,0.1164
Forsyth County,2021-01-01,USA,800540.2753100003,6879898.529,0.1164
Mineral County,2021-01-01,USA,1075.9773,9251.962,0.1163
Rhea County,2021-01-01,USA,69848.76399,600431.32,0.1163
Emporia Independent City,2021-01-01,USA,27155.61038,233545.15,0.1163
Calumet County,2021-01-01,USA,71740.31761999999,616940.712,0.1163
Marion County,2021-01-01,USA,33758.97087,290391.418,0.1163
Stutsman County,2021-01-01,USA,52098.00993999999,447813.54,0.1163
Blount County,2021-01-01,USA,210487.73085999998,1810748.638,0.1162
Highland County,2021-01-01,USA,1026.6251900000002,8834.594,0.1162
Douglas County,2021-01-01,USA,142313.14703,1224933.452,0.1162
Logan County,2021-01-01,USA,40745.03941000001,350728.267,0.1162
Warren County,2021-01-01,USA,24907.517879999996,214542.203,0.1161
Lynn County,2021-01-01,USA,1004.40925,8661.058,0.116
Chico Urban Area,2021-01-01,USA,158429.70825999998,1365313.106,0.116
Maury County,2021-01-01,USA,162120.38095000008,1397070.927,0.116
Saint Martin Parish,2021-01-01,USA,70316.59259000003,606228.181,0.116
Lamar County,2021-01-01,USA,73599.80948,634359.497,0.116
Floyd County,2021-01-01,USA,29275.070679999997,252416.24,0.116
Sunflower County,2021-01-01,USA,22034.508650000003,190092.945,0.1159
Seneca County,2021-01-01,USA,126025.18379000004,1086938.901,0.1159
Slope County,2021-01-01,USA,81.55977000000001,704.518,0.1158
Washington County,2021-01-01,USA,8611.81104,74339.14,0.1158
Nelson County,2021-01-01,USA,5641.905959999999,48758.539,0.1157
Kent County,2021-01-01,USA,338894.0979099999,2928401.908,0.1157
Woodford County,2021-01-01,USA,41306.79903999999,357007.651,0.1157
Parker County,2021-01-01,USA,143904.50281,1244624.47,0.1156
Lincoln Urban Area,2021-01-01,USA,1018343.4108999999,8811171.31,0.1156
Williamson County,2021-01-01,USA,324251.3633800001,2805877.269,0.1156
Saginaw Urban Area,2021-01-01,USA,662408.36468,5731443.281,0.1156
Union County,2021-01-01,USA,14673.752539999998,127066.087,0.1155
Scott County,2021-01-01,USA,2782.5398699999996,24085.008,0.1155
Stoddard County,2021-01-01,USA,41537.56136,359646.271,0.1155
Uintah County,2021-01-01,USA,19132.58441,165802.899,0.1154
Polk County,2021-01-01,USA,16432.80252,142417.942,0.1154
Sumter County,2021-01-01,USA,63580.84459999997,551675.478,0.1153
Haskell County,2021-01-01,USA,3398.2936299999997,29463.252,0.1153
San Juan County,2021-01-01,USA,269106.23558000004,2334946.625,0.1153
Jennings County,2021-01-01,USA,46376.1478,402388.335,0.1153
Rock County,2021-01-01,USA,452705.8830599998,3932340.826,0.1151
Lyon County,2021-01-01,USA,76594.56913,665658.449,0.1151
Wayne County,2021-01-01,USA,5016.997350000001,43582.883,0.1151
Jackson County,2021-01-01,USA,50893.42420999999,442036.516,0.1151
Grant County,2021-01-01,USA,199906.79833999992,1736510.375,0.1151
Wilson County,2021-01-01,USA,246327.77859999996,2139793.19,0.1151
Dubuque Urban Area,2021-01-01,USA,256545.61307000002,2230301.066,0.115
Lake Superior,2021-01-01,USA,14359.90362,124843.867,0.115
Montgomery County,2021-01-01,USA,12887.72707,112020.622,0.115
Taylor County,2021-01-01,USA,53952.845620000015,469297.179,0.115
Atlanta Urban Area,2021-01-01,USA,13963279.40491,121416885.544,0.115
Crawford County,2021-01-01,USA,4978.574699999999,43317.028,0.1149
Newton County,2021-01-01,USA,82646.77458000001,719029.105,0.1149
Mercer County,2021-01-01,USA,29824.741579999994,259589.657,0.1149
Defiance County,2021-01-01,USA,107463.46570000002,934919.996,0.1149
Lake Michigan,2021-01-01,USA,106978.14954000001,932173.767,0.1148
Coahoma County,2021-01-01,USA,38117.91403000001,332161.984,0.1148
Gosper County,2021-01-01,USA,1786.7149799999995,15582.786,0.1147
Lee County,2021-01-01,USA,78646.87743000002,685578.539,0.1147
Lancaster County,2021-01-01,USA,1012975.0987399997,8828720.189,0.1147
Ventura County,2021-01-01,USA,1393541.31012,12152565.78,0.1147
Napa Urban Area,2021-01-01,USA,88533.24041000001,772242.814,0.1146
Winnebago County,2021-01-01,USA,11604.536940000007,101245.326,0.1146
Harrisburg Urban Area,2021-01-01,USA,1547721.41405,13506519.46,0.1146
McIntosh County,2021-01-01,USA,13354.00899,116519.398,0.1146
Baca County,2021-01-01,USA,1963.6294200000004,17137.447,0.1146
Baker County,2021-01-01,USA,21789.51448,190166.369,0.1146
Baldwin County,2021-01-01,USA,222202.44471999997,1939644.661,0.1146
Holt County,2021-01-01,USA,3364.582979999999,29391.862,0.1145
White County,2021-01-01,USA,102055.96695,891021.886,0.1145
Champaign Urban Area,2021-01-01,USA,498530.66669,4359028.444,0.1144
Hickman County,2021-01-01,USA,1975.6499399999998,17273.323,0.1144
Bryan County,2021-01-01,USA,51570.07059999999,451018.092,0.1143
Franklin County,2021-01-01,USA,35207.1154,308002.04,0.1143
Harmon County,2021-01-01,USA,1122.0605099999998,9829.022,0.1142
Griggs County,2021-01-01,USA,6060.4671499999995,53061.66,0.1142
Douglas County,2021-01-01,USA,7207.376899999999,63109.882,0.1142
Pottawatomie County,2021-01-01,USA,77302.91400000003,677562.381,0.1141
Hamilton County,2021-01-01,USA,556051.0376399999,4875135.984,0.1141
Dallas Urban Area,2021-01-01,USA,19036589.798049998,166851984.076,0.1141
Riverside County,2021-01-01,USA,3676912.106990001,32215502.205,0.1141
Calhoun County,2021-01-01,USA,41255.69785,361506.021,0.1141
Martin County,2021-01-01,USA,41791.930860000015,366499.65,0.114
Autauga County,2021-01-01,USA,72410.13625,634976.428,0.114
Colorado County,2021-01-01,USA,17426.0559,153056.068,0.1139
Jones County,2021-01-01,USA,1940.0073400000006,17027.155,0.1139
Pike County,2021-01-01,USA,12768.813709999997,112084.176,0.1139
Mercer County,2021-01-01,USA,1187.3889799999997,10435.339,0.1138
Graves County,2021-01-01,USA,36073.48893,317088.081,0.1138
Saint Johns County,2021-01-01,USA,138354.96156,1215482.428,0.1138
Lake Hurron,2021-01-01,USA,20533.68664,180473.291,0.1138
Skagit County,2021-01-01,USA,265073.32755000005,2330857.512,0.1137
Lincoln County,2021-01-01,USA,19598.293469999997,172315.08,0.1137
Sauk County,2021-01-01,USA,191309.89861000006,1681951.066,0.1137
Sullivan County,2021-01-01,USA,318461.53755,2800013.706,0.1137
Person County,2021-01-01,USA,61573.50715999998,541487.577,0.1137
Cedar County,2021-01-01,USA,8949.242359999998,78782.174,0.1136
San Augustine County,2021-01-01,USA,3212.207109999999,28264.428,0.1136
Stephenson County,2021-01-01,USA,67229.69764,591667.77,0.1136
Champaign County,2021-01-01,USA,506492.7273099998,4460483.768,0.1136
Langlade County,2021-01-01,USA,49112.85457999999,432394.504,0.1136
Teton County,2021-01-01,USA,5025.15321,44296.97,0.1134
Rock County,2021-01-01,USA,22420.32933,197791.091,0.1134
Lincoln County,2021-01-01,USA,8092.111519999997,71364.453,0.1134
Clinton County,2021-01-01,USA,58163.92886000001,512810.483,0.1134
Warren County,2021-01-01,USA,247782.71640000006,2186857.01,0.1133
Alamance County,2021-01-01,USA,246136.41004000002,2173614.809,0.1132
Butte County,2021-01-01,USA,249863.20713000002,2207052.505,0.1132
Zavala County,2021-01-01,USA,5035.004260000001,44478.668,0.1132
Grayson County,2021-01-01,USA,4715.247510000002,41636.724,0.1132
Cowlitz County,2021-01-01,USA,324713.95151000004,2870291.392,0.1131
Clayton County,2021-01-01,USA,13722.357729999996,121368.764,0.1131
Linn County,2021-01-01,USA,14604.219119999996,129173.218,0.1131
Harris County,2021-01-01,USA,10964318.164679995,96997269.274,0.113
Staunton Independent City,2021-01-01,USA,47766.48553000001,422723.405,0.113
Shelby County,2021-01-01,USA,93334.47376999998,825688.686,0.113
Pueblo County,2021-01-01,USA,460861.90968000004,4077122.399,0.113
Santa Barbara Urban Area,2021-01-01,USA,368807.1782600001,3265359.98,0.1129
Gwinnett County,2021-01-01,USA,2154951.74606,19087300.161,0.1129
Gibson County,2021-01-01,USA,58163.454900000004,515135.758,0.1129
Jefferson County,2021-01-01,USA,22852.05317,202367.63,0.1129
Knox County,2021-01-01,USA,105762.21008999998,937686.853,0.1128
Janesville Urban Area,2021-01-01,USA,403736.85613999993,3577694.542,0.1128
Bradford County,2021-01-01,USA,16532.54955,146718.943,0.1127
Conway County,2021-01-01,USA,18189.713689999997,161538.412,0.1126
Mitchell County,2021-01-01,USA,32738.398650000003,290792.779,0.1126
Craven County,2021-01-01,USA,109776.67944,975025.142,0.1126
Franklin County,2021-01-01,USA,204536.33973,1818193.786,0.1125
Jersey County,2021-01-01,USA,21089.562950000003,187518.131,0.1125
Decatur County,2021-01-01,USA,50659.894459999996,450354.535,0.1125
Bradley County,2021-01-01,USA,226632.61724999998,2014427.338,0.1125
Kansas City Urban Area,2021-01-01,USA,4918630.800000002,43712036.709,0.1125
Pottawattamie County,2021-01-01,USA,329366.15719999996,2930469.369,0.1124
Laurens County,2021-01-01,USA,84746.37316000002,753785.902,0.1124
Merrick County,2021-01-01,USA,12066.75379,107329.663,0.1124
Franklin County,2021-01-01,USA,22459.074590000004,199872.694,0.1124
Henderson County,2021-01-01,USA,67261.09152999999,598793.337,0.1123
Johnson County,2021-01-01,USA,1370663.9360399998,12200265.388,0.1123
Wayne County,2021-01-01,USA,133241.97694000002,1186500.833,0.1123
Fannin County,2021-01-01,USA,19944.782809999993,177610.113,0.1123
Dawson County,2021-01-01,USA,18273.707169999998,162782.58,0.1123
Holt County,2021-01-01,USA,16235.629190000001,144797.333,0.1121
Coos County,2021-01-01,USA,86691.18119000005,773565.161,0.1121
Omaha Urban Area,2021-01-01,USA,2459699.6255399995,21937901.306,0.1121
Osage County,2021-01-01,USA,17103.36912,152724.426,0.112
White County,2021-01-01,USA,34527.095880000015,308325.584,0.112
Sampson County,2021-01-01,USA,58075.302970000004,518603.609,0.112
Redwood County,2021-01-01,USA,27895.26023999999,249181.62,0.1119
Rio Grande County,2021-01-01,USA,13257.370959999995,118510.158,0.1119
Woodruff County,2021-01-01,USA,10666.21258,95356.222,0.1119
Kiowa County,2021-01-01,USA,4332.42616,38710.323,0.1119
